ticket_id,created_at,business_unit,process_area,issue_description,issue_category,priority,status,assigned_team,sla_hours,resolution_hours,manually_estimated_minutes,ai_estimated_minutes,human_review_decision
OPS-00119,2025-11-15 01:32:36,Accounting Operations,Reporting,fund RIVER has inconsistent account balance information requiring comparison across input files.,Data Mismatch,Low,Resolved,Client Reporting Team,76,41.8,12,4,Accepted
OPS-00452,2025-11-16 06:47:39,Accounting Operations,Accounting Exception,Unresolved reconciliation break in account balance requires source-system comparison for fund ORION.,Failed Reconciliation,High,Open,Accounting Control Team,28,,42,21,Pending
OPS-00265,2025-11-16 07:27:02,Data Operations,Data Quality,Data Quality workflow is waiting for missing benchmark data for account S-204.,Missing Data,Medium,Resolved,Data Quality Team,48,40.6,11,5,Accepted
OPS-00401,2025-11-16 08:05:58,Investment Operations,Trade Settlement,Trade settlement is delayed because counterparty confirmation for fund ORION has not arrived.,Late Confirmation,High,In Review,Settlement Operations Team,24,,29,11,Pending
OPS-00473,2025-11-16 08:06:57,Data Operations,Data Quality,Data Quality workflow is waiting for missing security identifier data for mandate NOVA.,Missing Data,Low,Resolved,Data Quality Team,72,26.5,8,4,Accepted
OPS-00054,2025-11-16 09:02:41,Investment Operations,Reconciliation,fund ORION has inconsistent account balance information requiring comparison across input files.,Data Mismatch,Medium,Open,Reconciliation Team,48,,11,6,Accepted
OPS-00956,2025-11-16 20:32:57,Accounting Operations,Reconciliation,portfolio HORIZON has inconsistent security identifier information requiring comparison across input files.,Data Mismatch,Low,Resolved,Reconciliation Team,72,31.4,14,8,Accepted
OPS-00424,2025-11-17 05:03:43,Data Operations,Data Quality,mandate NOVA has inconsistent security identifier information requiring comparison across input files.,Data Mismatch,High,In Review,Data Quality Team,24,,30,11,Pending
OPS-00549,2025-11-17 06:05:33,Compliance Operations,Compliance Review,Compliance Review workflow is waiting for missing account balance data for portfolio ALPHA.,Missing Data,High,Open,Compliance Review Team,20,,29,10,Rejected
OPS-00631,2025-11-17 10:38:22,Accounting Operations,Reporting,Scheduled reporting output has not completed because valuation is still pending for account S-204.,Report Delay,Medium,In Review,Client Reporting Team,48,,21,9,Accepted
OPS-00295,2025-11-17 19:46:02,Accounting Operations,Accounting Exception,mandate NOVA has inconsistent valuation information requiring comparison across input files.,Data Mismatch,Low,Resolved,Accounting Control Team,68,49.3,10,4,Adjusted
OPS-00423,2025-11-18 02:50:30,Investment Operations,Pricing Issue,Independent price verification found an unusual benchmark variance for portfolio HORIZON.,Pricing Discrepancy,Medium,In Review,Pricing Control Team,48,,31,13,Pending
OPS-00114,2025-11-18 09:56:06,Investment Operations,Pricing Issue,fund RIVER has inconsistent account balance information requiring comparison across input files.,Data Mismatch,High,Resolved,Pricing Control Team,24,13.8,31,17,Accepted
OPS-00358,2025-11-19 18:01:37,Accounting Operations,Accounting Exception,Accounting Exception data mismatch detected between pricing feed and control file for fund ORION.,Data Mismatch,Medium,Open,Accounting Control Team,52,,17,8,Pending
OPS-00805,2025-11-20 15:20:06,Accounting Operations,Reporting,Scheduled reporting output has not completed because counterparty confirmation is still pending for fund ORION.,Report Delay,Medium,Resolved,Client Reporting Team,52,21.7,19,10,Adjusted
OPS-00999,2025-11-21 07:31:45,Investment Operations,Pricing Issue,Pricing Issue data mismatch detected between pricing feed and control file for portfolio ALPHA.,Data Mismatch,Medium,In Review,Pricing Control Team,48,,15,5,Rejected
OPS-01000,2025-11-21 11:37:58,Investment Operations,Data Quality,Data Quality workflow is waiting for missing security identifier data for fund ORION.,Missing Data,Medium,Resolved,Data Quality Team,48,34.5,17,8,Adjusted
OPS-00575,2025-11-22 17:13:24,Investment Operations,Pricing Issue,Independent price verification found an unusual account balance variance for portfolio ALPHA.,Pricing Discrepancy,High,Open,Pricing Control Team,20,,45,21,Pending
OPS-00707,2025-11-23 05:07:38,Compliance Operations,Compliance Review,Potential compliance threshold exception for fund RIVER requires analyst review before approval.,Policy Exception,Critical,Resolved,Compliance Review Team,12,24.3,54,28,Accepted
OPS-00951,2025-11-23 10:47:17,Data Operations,Pricing Issue,Pricing review is required for fund ORION after a tolerance breach in the valuation feed.,Pricing Discrepancy,Low,Resolved,Pricing Control Team,72,39.8,26,9,Accepted
OPS-00653,2025-11-24 12:32:19,Risk Operations,Accounting Exception,Analyst identified incomplete counterparty confirmation information in the accounting exception queue for portfolio HORIZON.,Missing Data,Medium,Resolved,Accounting Control Team,48,38.2,17,7,Adjusted
OPS-00318,2025-11-24 16:39:29,Data Operations,Trade Settlement,Late confirmation received after the expected cutoff for account S-204; settlement review is required.,Late Confirmation,High,Resolved,Settlement Operations Team,20,15.6,41,22,Adjusted
OPS-00679,2025-11-25 16:12:40,Data Operations,Data Quality,Analyst requested an approved manual adjustment to valuation for account S-204.,Manual Override,Medium,Resolved,Data Quality Team,52,45.2,25,15,Accepted
OPS-01025,2025-11-25 21:20:03,Client Reporting,Reporting,Report delivery is at risk after a late upstream data refresh for fund ORION.,Report Delay,High,In Review,Client Reporting Team,24,,31,11,Accepted
OPS-00655,2025-11-26 04:36:26,Investment Operations,Trade Settlement,"Required account balance was not received for portfolio ALPHA, blocking trade settlement processing.",Missing Data,Low,Resolved,Settlement Operations Team,72,139.0,9,5,Adjusted
OPS-00992,2025-11-26 05:07:15,Data Operations,Reporting,Reporting workflow is waiting for missing counterparty confirmation data for mandate NOVA.,Missing Data,Critical,In Review,Client Reporting Team,4,,43,15,Pending
OPS-00368,2025-11-26 11:09:16,Investment Operations,Pricing Issue,Pricing Issue data mismatch detected between source system and accounting report for fund ORION.,Data Mismatch,High,Open,Pricing Control Team,24,,29,11,Rejected
OPS-01132,2025-11-26 20:49:16,Client Reporting,Reporting,Client reporting package for fund RIVER is delayed due to missing benchmark data.,Report Delay,High,Resolved,Client Reporting Team,24,11.9,38,17,Adjusted
OPS-00298,2025-11-26 21:41:09,Data Operations,Reporting,Scheduled reporting output has not completed because valuation is still pending for fund ORION.,Report Delay,High,Escalated,Client Reporting Team,24,,27,14,Adjusted
OPS-00165,2025-11-26 22:12:02,Risk Operations,Trade Settlement,Validation found a discrepancy in counterparty confirmation values between source records and the operational report for portfolio HORIZON.,Data Mismatch,Low,In Review,Settlement Operations Team,72,,8,3,Pending
OPS-00545,2025-11-27 12:59:29,Client Reporting,Reporting,Report delivery is at risk after a late upstream data refresh for portfolio HORIZON.,Report Delay,High,Escalated,Client Reporting Team,28,,39,16,Accepted
OPS-00704,2025-11-27 21:37:42,Client Reporting,Client Request,Report delivery is at risk after a late upstream data refresh for portfolio HORIZON.,Report Delay,Medium,Resolved,Client Service Team,52,13.8,8,3,Accepted
OPS-01146,2025-11-28 05:35:37,Investment Operations,Trade Settlement,Late confirmation received after the expected cutoff for fund ORION; settlement review is required.,Late Confirmation,High,Escalated,Settlement Operations Team,24,36.4,29,17,Pending
OPS-00879,2025-11-29 05:00:22,Accounting Operations,Reporting,Scheduled reporting output has not completed because account balance is still pending for account S-204.,Report Delay,High,Escalated,Client Reporting Team,24,,25,10,Adjusted
OPS-00620,2025-11-29 08:40:49,Accounting Operations,Accounting Exception,fund RIVER has inconsistent valuation information requiring comparison across input files.,Data Mismatch,Medium,Resolved,Accounting Control Team,48,34.1,11,6,Accepted
OPS-00732,2025-11-30 00:54:50,Accounting Operations,Reconciliation,Exception workflow needs a reviewed override for portfolio ALPHA before processing can continue.,Manual Override,Low,Resolved,Reconciliation Team,72,53.0,12,6,Accepted
OPS-00470,2025-11-30 02:23:58,Investment Operations,Data Quality,Data Quality data mismatch detected between pricing feed and control file for fund RIVER.,Data Mismatch,Low,Resolved,Data Quality Team,68,47.1,6,4,Accepted
OPS-01188,2025-11-30 06:07:31,Client Reporting,Reporting,Scheduled reporting output has not completed because reference data is still pending for account S-204.,Report Delay,Medium,Resolved,Client Reporting Team,44,26.6,31,14,Adjusted
OPS-00836,2025-12-01 01:16:08,Client Reporting,Reporting,"Required benchmark was not received for portfolio HORIZON, blocking reporting processing.",Missing Data,High,Resolved,Client Reporting Team,24,21.0,35,13,Rejected
OPS-00411,2025-12-01 10:48:20,Data Operations,Trade Settlement,Analyst identified incomplete account balance information in the trade settlement queue for portfolio ALPHA.,Missing Data,Medium,Escalated,Settlement Operations Team,52,,21,12,Pending
OPS-00775,2025-12-01 22:17:43,Client Reporting,Client Request,Validation found a discrepancy in reference data values between source records and the operational report for account S-204.,Data Mismatch,Low,Resolved,Client Service Team,72,62.7,13,5,Adjusted
OPS-00625,2025-12-02 04:50:32,Client Reporting,Data Quality,Validation found a discrepancy in security identifier values between source records and the operational report for mandate NOVA.,Data Mismatch,Medium,Resolved,Data Quality Team,48,62.5,11,6,Accepted
OPS-00190,2025-12-03 03:34:30,Investment Operations,Trade Settlement,mandate NOVA has inconsistent counterparty confirmation information requiring comparison across input files.,Data Mismatch,Low,Open,Settlement Operations Team,72,,16,7,Adjusted
OPS-00024,2025-12-03 03:42:04,Investment Operations,Accounting Exception,Accounting Exception data mismatch detected between source system and accounting report for portfolio ALPHA.,Data Mismatch,Medium,Open,Accounting Control Team,52,,20,8,Pending
OPS-00795,2025-12-03 08:34:53,Data Operations,Client Request,A manual override was requested for fund RIVER after an automated client request validation failed.,Manual Override,Low,Resolved,Client Service Team,76,51.0,12,7,Accepted
OPS-00087,2025-12-03 11:25:38,Client Reporting,Reporting,Scheduled reporting output has not completed because security identifier is still pending for mandate NOVA.,Report Delay,High,In Review,Client Reporting Team,20,,26,14,Pending
OPS-00337,2025-12-03 20:59:03,Compliance Operations,Compliance Review,Control check flagged portfolio ALPHA outside the configured policy threshold and needs documented review.,Policy Exception,Critical,In Review,Compliance Review Team,8,,50,24,Accepted
OPS-01014,2025-12-03 22:26:20,Accounting Operations,Accounting Exception,NAV reconciliation difference detected between source data and the accounting report for account S-204.,Failed Reconciliation,Critical,Resolved,Accounting Control Team,12,3.1,55,32,Accepted
OPS-01060,2025-12-04 13:40:21,Accounting Operations,Accounting Exception,Accounting Exception data mismatch detected between pricing feed and control file for portfolio ALPHA.,Data Mismatch,Critical,Escalated,Accounting Control Team,8,10.4,41,24,Pending
OPS-01087,2025-12-04 14:26:05,Investment Operations,Pricing Issue,Pricing discrepancy detected for fund ORION between source system and accounting report.,Pricing Discrepancy,High,In Review,Pricing Control Team,20,,38,19,Pending
OPS-01217,2025-12-04 21:21:18,Client Reporting,Reporting,Validation found a discrepancy in benchmark values between source records and the operational report for fund ORION.,Data Mismatch,High,Escalated,Client Reporting Team,24,22.7,32,15,Pending
OPS-00291,2025-12-05 07:54:35,Data Operations,Reconciliation,mandate NOVA has inconsistent account balance information requiring comparison across input files.,Data Mismatch,Low,Resolved,Reconciliation Team,76,88.6,8,4,Accepted
OPS-00971,2025-12-05 10:06:50,Data Operations,Reporting,"Required account balance was not received for fund RIVER, blocking reporting processing.",Missing Data,Low,Resolved,Client Reporting Team,72,20.2,5,3,Accepted
OPS-00954,2025-12-06 09:55:15,Accounting Operations,Reconciliation,Reconciliation failed after a difference was detected between pricing feed and control file for fund ORION.,Failed Reconciliation,Critical,Escalated,Reconciliation Team,8,,56,26,Pending
